BusinessEntityID,NationalIDNumber,LoginID,OrganizationNode,OrganizationLevel,JobTitle,BirthDate,MaritalStatus,Gender,HireDate,SalariedFlag,VacationHours,SickLeaveHours,CurrentFlag,rowguid,ModifiedDate
113,3932,adventure-works\linda0,7AEBC6,4,Production Technician - WC50,17-08-81,M,F,26-01-03,FALSE,96,68,TRUE,{FB84759C-B687-43B2-8727-125EFE0F5E13},31-07-08 0:00
114,2381,adventure-works\mindaugas0,7AEBCA,4,Production Technician - WC50,07-06-72,M,M,14-02-03,FALSE,97,68,TRUE,{1D784088-DACB-4185-9F60-3D2DB4925BA5},31-07-08 0:00
115,2586,adventure-works\angela0,7AEBCE,4,Production Technician - WC50,01-07-85,S,F,21-02-03,FALSE,92,66,TRUE,{4958E1C3-C872-4222-954E-09D2060EA7EF},31-07-08 0:00
116,4414,adventure-works\michael2,7AEBD1,4,Production Technician - WC50,03-06-68,S,M,04-03-03,FALSE,98,69,TRUE,{C6EB2566-CF28-4602-9A25-5B91C8728838},31-07-08 0:00
117,792,adventure-works\chad0,7AEBD3,4,Production Technician - WC50,04-09-84,M,M,22-03-03,FALSE,99,69,TRUE,{83A32D4C-4725-478F-9997-91739BB957BA},31-07-08 0:00
118,1000,adventure-works\don0,7AEBD5,4,Production Technician - WC50,14-07-65,M,M,17-03-03,FALSE,88,64,TRUE,{E720053D-922E-4C91-B81A-A1CA4EF8BB0E},31-07-08 0:00
119,1098,adventure-works\michael4,7AEBD7,4,Production Technician - WC50,17-07-83,S,M,29-03-03,FALSE,94,67,TRUE,{EB27C026-9470-4450-8D5E-1F38A41793B5},31-07-08 0:00
120,4065,adventure-works\kitti0,7AEBD9,4,Production Technician - WC50,07-07-81,S,F,05-04-03,FALSE,89,64,TRUE,{49A05524-FA34-45B1-95BC-489901DC5B50},31-07-08 0:00
121,4350,adventure-works\pilar0,7AEC80,3,Shipping and Receiving Supervisor,11-10-66,S,M,03-02-03,TRUE,93,66,TRUE,{01BCCE22-D63A-4C3F-9BA8-D3D5A4C3BD52},31-07-08 0:00
122,3973,adventure-works\susan0,7AECAC,4,Stocker,20-03-72,S,F,08-01-03,FALSE,97,68,TRUE,{923ECFD6-E202-429A-9141-6CB183531439},31-07-08 0:00
123,2832,adventure-works\vamsi0,7AECB4,4,Shipping and Receiving Clerk,19-04-71,M,M,08-01-03,FALSE,95,67,TRUE,{A8838AB2-99DE-415C-8675-D82EBF1C4752},31-07-08 0:00
124,4158,adventure-works\kim0,7AECBC,4,Stocker,01-06-78,S,F,27-01-03,FALSE,98,69,TRUE,{6150F197-7923-40D4-84F2-936207D468AB},31-07-08 0:00
125,2138,adventure-works\matthias0,7AECC2,4,Shipping and Receiving Clerk,13-12-67,M,M,21-02-03,FALSE,94,67,TRUE,{54ED63DC-C62C-4CC7-89C2-015DF49C49A5},31-07-08 0:00
126,3782,adventure-works\jimmy0,7AECC6,4,Stocker,05-06-79,M,M,30-03-03,FALSE,96,68,TRUE,{96442787-9520-4955-A457-38AFDDB6FF13},31-07-08 0:00
127,2814,adventure-works\david4,7AED80,3,Production Supervisor - WC40,02-08-77,S,M,04-02-03,FALSE,73,56,TRUE,{516538E8-115B-44F4-AA7B-E6C1D9F8ADFC},31-07-08 0:00
128,3340,adventure-works\paul0,7AEDAC,4,Production Technician - WC40,15-12-74,S,M,05-01-03,FALSE,68,54,TRUE,{0217049E-1566-42B6-8027-41B751E2B00B},31-07-08 0:00
129,5615,adventure-works\gary0,7AEDB4,4,Production Technician - WC40,17-06-82,S,M,23-01-03,FALSE,69,54,TRUE,{A03D6052-1F85-4EBE-AAC9-B67CFDCD91A6},31-07-08 0:00
130,688,adventure-works\rob1,7AEDBC,4,Production Technician - WC40,05-09-67,S,M,17-03-03,FALSE,71,55,TRUE,{54FDA597-6822-42B4-B128-63ECA03071F2},31-07-08 0:00
131,1891,adventure-works\baris0,7AEDC2,4,Production Technician - WC40,07-11-84,S,M,19-03-03,FALSE,72,56,TRUE,{232D68BF-DF58-48F9-9235-53BD4B009B4B},31-07-08 0:00
132,1037,adventure-works\nicole0,7AEDC6,4,Production Technician - WC40,10-05-80,M,F,26-03-03,FALSE,67,53,TRUE,{15671E3B-016F-41FD-840B-5A9F7D776D9A},31-07-08 0:00
133,5264,adventure-works\michael1,7AEDCA,4,Production Technician - WC40,04-02-85,S,M,11-02-03,FALSE,70,55,TRUE,{416BF905-7D6C-4692-8FD6-40F6C4F9ECC4},31-07-08 0:00
134,2426,adventure-works\eric0,7AEE80,3,Production Supervisor - WC20,20-02-79,M,M,15-02-03,FALSE,40,40,TRUE,{2ABCF39B-88D7-49FA-820A-83D223322BA5},31-07-08 0:00
135,5694,adventure-works\ivo0,7AEEAC,4,Production Technician - WC20,04-02-76,M,M,05-01-03,FALSE,9,24,TRUE,{D83A26F3-7EA7-477B-A5BB-7EAADFC13A09},31-07-08 0:00
136,3910,adventure-works\sylvester0,7AEEB4,4,Production Technician - WC20,13-12-64,M,M,12-01-04,FALSE,4,22,TRUE,{D9C43D08-3882-4E5C-BDF0-F6BD7004CD04},31-07-08 0:00
137,2185,adventure-works\anibal0,7AEEBC,4,Production Technician - WC20,06-10-68,S,F,27-03-03,FALSE,8,24,TRUE,{BC18A829-F0CE-4EAF-9785-2D84C86F925A},31-07-08 0:00
138,5524,adventure-works\samantha0,7AEEC2,4,Production Technician - WC20,23-12-81,M,F,08-03-03,FALSE,7,23,TRUE,{1629EDDD-D0AE-4CB9-A59C-3A175F7027E5},31-07-08 0:00
139,3567,adventure-works\hung-fu0,7AEEC6,4,Production Technician - WC20,23-11-65,S,M,07-02-04,FALSE,0,20,TRUE,{065D8D5F-9504-4FFE-98DC-E69677F19F15},31-07-08 0:00
140,1095,adventure-works\prasanna0,7AEECA,4,Production Technician - WC20,01-06-47,M,M,23-02-04,FALSE,5,22,TRUE,{72ED240A-0FD8-4423-8A49-9078BA6BCF6C},31-07-08 0:00
141,4611,adventure-works\min0,7AEECE,4,Production Technician - WC20,11-10-68,M,M,25-02-04,FALSE,1,20,TRUE,{CC75C35D-1566-43FA-B2E9-D1E508EFDCD1},31-07-08 0:00
142,4005,adventure-works\olinda0,7AEED1,4,Production Technician - WC20,05-05-64,S,F,04-04-04,FALSE,3,21,TRUE,{6456CEC3-9B1E-4EBC-9FD8-732B93363F65},31-07-08 0:00
143,1597,adventure-works\krishna0,7AEED3,4,Production Technician - WC20,06-10-65,S,M,16-03-04,FALSE,2,21,TRUE,{42A506A5-0AC0-4148-B702-BB7B804EF98C},31-07-08 0:00
144,1856,adventure-works\paul1,7AEED5,4,Production Technician - WC20,05-12-84,M,M,18-02-03,FALSE,6,23,TRUE,{DC5BA622-B860-41EE-AF92-5FEB4779B589},31-07-08 0:00
145,1525,adventure-works\cynthia0,7AEF80,3,Production Supervisor - WC30,19-09-75,S,F,28-02-03,FALSE,69,54,TRUE,{F9E1DC46-0D03-4A8A-B693-1A964BC13E6C},31-07-08 0:00
146,5781,adventure-works\jianshuo0,7AEFAC,4,Production Technician - WC30,27-08-77,S,M,08-01-03,FALSE,36,38,TRUE,{6FFF136A-9664-4EB9-9243-FAC76E21B9DD},31-07-08 0:00
147,4849,adventure-works\sandra0,7AEFB4,4,Production Technician - WC30,06-12-69,M,F,27-01-03,FALSE,37,38,TRUE,{F69F3FF9-E1E0-4419-A6BF-F705E1556160},31-07-08 0:00
148,4432,adventure-works\jason0,7AEFBC,4,Production Technician - WC30,08-01-83,S,M,15-02-03,FALSE,38,39,TRUE,{C16C501D-942D-4EB0-B5C4-EF8119FBEBA2},31-07-08 0:00
149,1813,adventure-works\andy0,7AEFC2,4,Production Technician - WC30,20-11-77,M,M,04-03-03,FALSE,39,39,TRUE,{615A6BFE-3046-4037-9764-238535F725BE},31-07-08 0:00
150,501,adventure-works\michael5,7AEFC6,4,Production Technician - WC30,19-10-76,M,M,30-03-03,FALSE,35,37,TRUE,{2B0876D4-8996-4E71-A613-BE2E98E7ACCF},31-07-08 0:00
151,2671,adventure-works\rostislav0,7AEFCA,4,Production Technician - WC30,15-10-71,M,M,23-03-03,FALSE,40,40,TRUE,{00027A8C-C2F8-4A31-ABA8-8A203638B8F1},31-07-08 0:00
152,1906,adventure-works\yuhong0,7AF044,3,Production Supervisor - WC20,08-05-71,M,M,05-03-03,FALSE,41,40,TRUE,{F1A684F4-02DB-4B22-8977-6D8D3A21100E},31-07-08 0:00
153,2084,adventure-works\hanying0,7AF04560,4,Production Technician - WC20,16-11-68,S,M,17-01-03,FALSE,15,27,TRUE,{618B71BC-6E8C-492D-8862-B9EFB7A4E06A},31-07-08 0:00
154,2452,adventure-works\raymond0,7AF045A0,4,Production Technician - WC20,02-04-61,M,M,24-01-03,FALSE,10,25,TRUE,{9F01E1FB-B893-40CC-9F5C-AAF89F9B7AF5},31-07-08 0:00
155,646,adventure-works\fadi0,7AF045E0,4,Production Technician - WC20,19-03-83,S,M,05-02-03,FALSE,16,28,TRUE,{9923376F-26D0-4845-9D99-CC3D696CAEB8},31-07-08 0:00
156,754,adventure-works\lane0,7AF04610,4,Production Technician - WC20,24-10-68,M,M,12-02-03,FALSE,11,25,TRUE,{042427B8-3883-4A87-A6A3-724EE1690F49},31-07-08 0:00
157,3307,adventure-works\linda1,7AF04630,4,Production Technician - WC20,06-11-71,S,F,07-03-03,FALSE,12,26,TRUE,{F963F913-449E-4EBB-BFDA-FC0C3010DB65},31-07-08 0:00
158,4509,adventure-works\shelley0,7AF04650,4,Production Technician - WC20,08-01-81,S,F,08-04-03,FALSE,14,27,TRUE,{13942056-2930-4490-83CE-AF2386D5A5E7},31-07-08 0:00
159,2652,adventure-works\terrence0,7AF04670,4,Production Technician - WC20,09-01-79,S,M,20-03-03,FALSE,13,26,TRUE,{4DA76442-5EEF-41FB-AE19-16C55714F9AD},31-07-08 0:00
160,5176,adventure-works\jeff0,7AF04C,3,Production Supervisor - WC45,16-02-71,M,M,22-02-03,FALSE,74,57,TRUE,{7C7D459E-1F49-427D-9BD5-DE31880C85DC},31-07-08 0:00
161,1328,adventure-works\kirk0,7AF04D60,4,Production Technician - WC45,10-03-79,S,M,16-01-03,FALSE,74,57,TRUE,{08D25BAA-167B-499C-8B51-31DCC856A8CF},31-07-08 0:00
162,1032,adventure-works\laura0,7AF04DA0,4,Production Technician - WC45,26-01-75,S,F,04-02-03,FALSE,75,57,TRUE,{FCCD65BA-2702-4409-AE56-75AF1710AC78},31-07-08 0:00
163,4041,adventure-works\alex0,7AF04DE0,4,Production Technician - WC45,14-05-84,M,M,12-03-03,FALSE,77,58,TRUE,{B96BC9C2-5A25-4A9B-887A-C7C10E47B80C},31-07-08 0:00
164,4613,adventure-works\andrew1,7AF04E10,4,Production Technician - WC45,26-10-82,S,M,07-04-03,FALSE,73,56,TRUE,{A2A2CF20-4E5C-45F7-A7BD-1B94F0C3A43A},31-07-08 0:00
165,4570,adventure-works\chris0,7AF04E30,4,Production Technician - WC45,17-01-83,M,M,23-02-03,FALSE,76,58,TRUE,{300223F3-5587-4230-909B-D9C4AFD6D683},31-07-08 0:00
166,3726,adventure-works\jack0,7AF054,3,Production Supervisor - WC30,23-07-77,S,M,25-03-03,FALSE,68,54,TRUE,{69A47230-70EE-48FD-AC15-C39F3712FF14},31-07-08 0:00
167,4467,adventure-works\david1,7AF05560,4,Production Technician - WC30,03-12-73,S,M,03-01-03,FALSE,25,32,TRUE,{ED7EE92E-A9D0-4E3A-8DEE-4B143E459F7E},31-07-08 0:00
168,3328,adventure-works\garrett0,7AF055A0,4,Production Technician - WC30,26-09-78,S,M,08-01-03,FALSE,34,37,TRUE,{A6F5F72F-AA03-41B7-8B6E-B123BD360753},31-07-08 0:00
169,5358,adventure-works\susan1,7AF055E0,4,Production Technician - WC30,03-05-77,S,F,15-01-03,FALSE,31,35,TRUE,{F73D75D5-B47B-46EE-AD11-7BF13DD6C55D},31-07-08 0:00
170,2692,adventure-works\george0,7AF05610,4,Production Technician - WC30,18-05-71,M,M,22-01-03,FALSE,26,33,TRUE,{01B119A2-2AF3-4775-818E-B421FECB07A7},31-07-08 0:00
171,1348,adventure-works\david3,7AF05630,4,Production Technician - WC30,04-09-75,S,M,03-02-03,FALSE,32,36,TRUE,{84C358D4-2493-452C-B7D6-B212C893A009},31-07-08 0:00
172,3841,adventure-works\marc0,7AF05650,4,Production Technician - WC30,24-11-80,M,M,17-02-03,FALSE,22,31,TRUE,{1F151ABC-DB4A-431A-8A5D-15F46C5B8FFC},31-07-08 0:00
173,1894,adventure-works\eugene0,7AF05670,4,Production Technician - WC30,15-08-81,S,M,22-02-03,FALSE,33,36,TRUE,{1BA1D374-18AE-48ED-938F-6F5D2EEC4D4D},31-07-08 0:00
174,283,adventure-works\benjamin0,7AF05688,4,Production Technician - WC30,06-02-80,S,M,28-02-03,FALSE,28,34,TRUE,{F1A6F824-895B-4A0F-AF1B-05FBA703E69F},31-07-08 0:00
175,1757,adventure-works\reed0,7AF05698,4,Production Technician - WC30,09-02-83,M,M,06-03-03,FALSE,23,31,TRUE,{B3967C00-7014-4960-AF15-B1A6D3094F6F},31-07-08 0:00
176,5421,adventure-works\david7,7AF056A8,4,Production Technician - WC30,25-10-79,M,M,18-03-03,FALSE,29,34,TRUE,{85AFB689-7EAB-41A8-B154-9446195D5BDE},31-07-08 0:00
177,1428,adventure-works\russell1,7AF056B8,4,Production Technician - WC30,14-03-76,M,M,25-03-03,FALSE,24,32,TRUE,{D54C7989-2675-4EF3-B392-370A8D264B2B},31-07-08 0:00
178,2111,adventure-works\john3,7AF056C8,4,Production Technician - WC30,24-04-76,S,M,04-04-03,FALSE,27,33,TRUE,{96C7EAB1-6DEA-4C59-AFD8-923F0E8DE1F6},31-07-08 0:00
179,116,adventure-works\jan0,7AF056D8,4,Production Technician - WC30,16-12-68,S,M,06-04-03,FALSE,30,35,TRUE,{975F827D-BE71-4EB1-8DBF-E6C451D1FAD5},31-07-08 0:00
180,4351,adventure-works\katie0,7AF05C,3,Production Supervisor - WC20,20-12-78,S,F,24-03-03,FALSE,42,41,TRUE,{5BE8B211-CBE5-45D8-84FD-23F36A881473},31-07-08 0:00
181,3509,adventure-works\michael0,7AF05D60,4,Production Technician - WC20,19-12-78,S,M,10-01-03,FALSE,20,30,TRUE,{4FD6FE82-535A-4DD1-BEB1-154A8B5E42F0},31-07-08 0:00
182,3212,adventure-works\nitin0,7AF05DA0,4,Production Technician - WC20,01-01-81,S,M,29-01-03,FALSE,21,30,TRUE,{EBBC6787-3F2D-4F6B-9EA3-4DEF02EF382E},31-07-08 0:00
183,2136,adventure-works\barbara0,7AF05DE0,4,Production Technician - WC20,02-08-73,M,F,23-02-03,FALSE,17,28,TRUE,{045C9CBB-3448-4599-9FA9-6C7A9F82F832},31-07-08 0:00
184,3134,adventure-works\john2,7AF05E10,4,Production Technician - WC20,06-05-80,M,M,13-03-03,FALSE,18,29,TRUE,{BAB69951-28AD-4BCA-B5AC-032746D0CC6F},31-07-08 0:00
185,5393,adventure-works\stefen0,7AF05E30,4,Production Technician - WC20,21-01-70,S,M,01-04-03,FALSE,19,29,TRUE,{B9EEBF9F-F694-4BC2-98EC-9B4FB0379EDF},31-07-08 0:00
186,857,adventure-works\shane0,7AF064,3,Production Supervisor - WC45,24-06-84,S,M,12-03-03,FALSE,75,57,TRUE,{2625C358-672A-4000-AD67-B8CD3F318285},31-07-08 0:00
187,5042,adventure-works\yvonne0,7AF06560,4,Production Technician - WC45,17-05-83,M,F,10-01-03,FALSE,79,59,TRUE,{83C6DABF-FD7D-4F5B-BB22-EB7EEBB9A772},31-07-08 0:00
188,5037,adventure-works\douglas0,7AF065A0,4,Production Technician - WC45,26-12-79,M,M,28-01-03,FALSE,80,60,TRUE,{1AB0EDEB-7558-4734-8423-5A11B44DCA35},31-07-08 0:00
189,3567,adventure-works\janeth0,7AF065E0,4,Production Technician - WC45,25-08-66,S,F,16-02-03,FALSE,81,60,TRUE,{8261B8CB-BC3F-4BCE-B364-86035D870263},31-07-08 0:00
190,714,adventure-works\robert0,7AF06610,4,Production Technician - WC45,01-04-79,S,M,06-03-03,FALSE,82,61,TRUE,{2203154E-5EBD-4ACA-99BE-D835A3309D03},31-07-08 0:00
191,4651,adventure-works\lionel0,7AF06630,4,Production Technician - WC45,15-04-82,S,M,30-03-03,FALSE,78,59,TRUE,{231B1798-F67B-45C1-9688-265180F93D28},31-07-08 0:00
192,1273,adventure-works\brenda0,7AF06C,3,Production Supervisor - WC40,31-03-77,M,F,06-04-03,FALSE,71,55,TRUE,{714D519B-375E-4C5A-8491-C758D00CF95F},31-07-08 0:00
193,1188,adventure-works\alejandro0,7AF06D60,4,Production Technician - WC40,06-01-83,S,M,07-01-03,FALSE,52,46,TRUE,{8C7321D2-2C64-4902-9D64-8F5C1EB7F747},31-07-08 0:00
194,3827,adventure-works\fred0,7AF06DA0,4,Production Technician - WC40,27-07-83,S,M,13-01-03,FALSE,47,43,TRUE,{45358AE8-0B0E-4C11-90BB-DAC3EC0D5C82},31-07-08 0:00
195,560,adventure-works\kevin1,7AF06DE0,4,Production Technician - WC40,26-01-80,S,M,18-01-03,FALSE,58,49,TRUE,{DC7E95FF-275E-41C2-8ED3-686864F0540A},31-07-08 0:00
196,1606,adventure-works\shammi0,7AF06E10,4,Production Technician - WC40,05-11-74,M,M,25-01-03,FALSE,53,46,TRUE,{9BEF0C94-7969-4905-9A42-CE469C754800},31-07-08 0:00
197,2959,adventure-works\rajesh0,7AF06E30,4,Production Technician - WC40,05-11-71,M,M,01-02-03,FALSE,48,44,TRUE,{ACA7B40C-7AC0-4DAA-B4C7-1051D850D7D9},31-07-08 0:00
198,2986,adventure-works\lorraine0,7AF06E50,4,Production Technician - WC40,28-12-82,M,F,05-02-03,FALSE,49,44,TRUE,{A63966B6-9AD6-40BC-AFD4-A83745879F4D},31-07-08 0:00
199,983,adventure-works\paula1,7AF06E70,4,Production Technician - WC40,13-03-81,M,F,13-02-03,FALSE,54,47,TRUE,{5DD2BE46-204F-4AF3-91F5-5EF082F6D6A6},31-07-08 0:00
200,3480,adventure-works\frank0,7AF06E88,4,Production Technician - WC40,07-10-81,M,M,18-02-03,FALSE,56,48,TRUE,{DD9AD278-ED17-40CF-8619-BAF1BB9D1CF2},31-07-08 0:00
201,3557,adventure-works\brian0,7AF06E98,4,Production Technician - WC40,14-03-71,S,M,02-03-03,FALSE,55,47,TRUE,{18D594A8-B4ED-43C0-9C43-6033FEAADF4E},31-07-08 0:00
202,1545,adventure-works\tawana0,7AF06EA8,4,Production Technician - WC40,12-12-83,S,M,09-03-03,FALSE,50,45,TRUE,{BB4A3E50-232E-4212-9FAF-E67429FEBC7D},31-07-08 0:00
203,1628,adventure-works\ken1,7AF06EB8,4,Production Technician - WC40,29-06-75,M,M,28-03-03,FALSE,51,45,TRUE,{699C00D8-C4AB-4CD2-A48F-37CBCB5BFCCA},31-07-08 0:00
204,4865,adventure-works\gabe0,7AF06EC8,4,Production Technician - WC40,11-06-82,M,M,09-04-03,FALSE,57,48,TRUE,{790C9A7C-264C-4D48-A9D3-E2571A8011D8},31-07-08 0:00
205,5010,adventure-works\lori0,7AF074,3,Production Supervisor - WC45,19-08-74,S,F,30-03-03,FALSE,76,58,TRUE,{23D436FC-08F7-4988-8B4D-490AA4E8B7E7},31-07-08 0:00
206,186,adventure-works\stuart0,7AF07560,4,Production Technician - WC45,14-10-56,S,M,03-01-03,FALSE,84,62,TRUE,{4F361B4F-7920-4037-9A0A-46D616F9B9C7},31-07-08 0:00
207,2660,adventure-works\greg0,7AF075A0,4,Production Technician - WC45,18-11-64,S,M,03-01-03,FALSE,85,62,TRUE,{A36B5D6B-72A5-47F8-9F6B-5D922130E760},31-07-08 0:00
208,3395,adventure-works\scott0,7AF075E0,4,Production Technician - WC45,13-03-81,M,M,09-02-03,FALSE,86,63,TRUE,{E35DA50A-BB51-4E08-8B8D-87EF4650247A},31-07-08 0:00
209,3546,adventure-works\kathie0,7AF07610,4,Production Technician - WC45,02-12-84,M,F,28-02-03,FALSE,87,63,TRUE,{25FC84D7-E013-44B8-82CD-63CD4723AF81},31-07-08 0:00
210,3015,adventure-works\belinda0,7AF07630,4,Production Technician - WC45,19-10-63,S,F,24-03-03,FALSE,83,61,TRUE,{F714B5EC-CA7C-4E6E-A812-2C5A119F4C30},31-07-08 0:00
211,1929,adventure-works\hazem0,7B40,2,Quality Assurance Manager,27-11-71,S,M,01-04-03,TRUE,80,60,TRUE,{05C84608-F445-4F9D-BB5C-0828C309C29D},17:08.6
212,2421,adventure-works\peng0,7B56,3,Quality Assurance Supervisor,19-04-70,M,M,10-01-03,TRUE,81,60,TRUE,{E249D613-36C9-4544-9B6F-6CE50E5E0DA5},31-07-08 0:00
213,644,adventure-works\sootha0,7B56B0,4,Quality Assurance Technician,05-01-61,M,M,26-03-04,FALSE,85,62,TRUE,{A3DADF19-27F0-460A-9888-CE6CAA9E3583},31-07-08 0:00
214,1656,adventure-works\andreas0,7B56D0,4,Quality Assurance Technician,29-04-83,M,M,06-03-03,FALSE,84,62,TRUE,{F4DDD64F-DFFE-4DF3-AA17-D6BEA1924818},31-07-08 0:00
215,943,adventure-works\mark0,7B56F0,4,Quality Assurance Technician,31-05-80,S,M,16-02-03,FALSE,83,61,TRUE,{6B63EF27-2C55-4F4C-BE29-FCE8B694DC4A},31-07-08 0:00
216,783,adventure-works\sean0,7B5708,4,Quality Assurance Technician,07-04-70,S,M,29-01-03,FALSE,82,61,TRUE,{34E128CF-D904-4327-8014-9DF0D5DE7D08},31-07-08 0:00
217,763,adventure-works\zainal0,7B5A,3,Document Control Manager,02-03-70,M,M,05-02-03,FALSE,77,58,TRUE,{DC60EEED-9F9F-4435-8666-4DE4FAFDE9C3},31-07-08 0:00
218,4998,adventure-works\tengiz0,7B5AB0,4,Control Specialist,29-05-84,S,M,17-01-03,FALSE,76,58,TRUE,{C609B3B2-7969-410C-934C-62C34B63C4EE},31-07-08 0:00
219,1134,adventure-works\sean1,7B5AD0,4,Document Control Assistant,12-04-81,S,M,23-02-03,FALSE,78,59,TRUE,{F78657A9-83EF-4B4D-9809-3C4C6D1A7BB4},31-07-08 0:00
220,3463,adventure-works\karen0,7B5AF0,4,Document Control Assistant,25-01-70,M,F,13-03-03,FALSE,79,59,TRUE,{8A41ED23-7AE2-4C15-AA5D-9496E721F848},31-07-08 0:00
221,5547,adventure-works\chris1,7B5B08,4,Control Specialist,26-06-81,M,M,07-04-03,FALSE,75,57,TRUE,{45C358FB-9C7F-4D36-8EC7-3D89E9FD07F4},31-07-08 0:00
222,2319,adventure-works\ascott0,7BC0,2,Master Scheduler,19-10-62,S,M,13-01-03,FALSE,44,42,TRUE,{13909262-4136-492F-BCA3-0B0E3773B03E},17:08.6
223,5171,adventure-works\sairaj0,7BD6,3,Scheduling Assistant,22-01-82,M,M,27-02-03,FALSE,46,43,TRUE,{4D36A720-CE32-4C47-866A-DB7844449309},31-07-08 0:00
224,194,adventure-works\william0,7BDA,3,Scheduling Assistant,08-12-75,M,M,08-02-03,FALSE,45,42,TRUE,{1A68CD62-6FE9-4613-90D4-2CD178E4E54A},31-07-08 0:00
225,5275,adventure-works\alan0,7BDE,3,Scheduling Assistant,30-04-78,M,M,17-03-03,FALSE,47,43,TRUE,{DE321854-B076-4D59-BB7B-42152031B108},31-07-08 0:00
226,2332,adventure-works\brian1,7BE1,3,Scheduling Assistant,12-09-78,M,M,04-04-03,FALSE,48,44,TRUE,{DFA02733-C26E-4E31-99D8-9167E4E5131D},31-07-08 0:00
227,2866,adventure-works\gary1,7C20,2,Facilities Manager,21-03-65,M,M,03-01-04,TRUE,86,63,TRUE,{62F6EC59-5635-44F3-9CC1-2D8EEAF90A05},31-07-08 0:00
228,4018,adventure-works\christian0,7C2B,3,Maintenance Supervisor,18-02-70,M,M,15-01-03,TRUE,92,66,TRUE,{4611C7C5-90A0-407F-B054-93BD51533609},31-07-08 0:00
229,2297,adventure-works\lori1,7C2B58,4,Janitor,31-08-64,M,F,19-03-04,FALSE,90,65,TRUE,{929FE187-EE24-4F5F-AF2A-F96324F09423},31-07-08 0:00
230,2418,adventure-works\stuart1,7C2B68,4,Janitor,17-01-66,M,M,05-04-04,FALSE,88,64,TRUE,{CC2791E6-7629-49C5-922A-81445AFDF033},31-07-08 0:00
231,3383,adventure-works\jo1,7C2B78,4,Janitor,25-05-48,M,F,07-04-04,FALSE,91,65,TRUE,{39AF5CCA-9B52-41E5-B510-72901D2578F6},31-07-08 0:00
232,984,adventure-works\pat0,7C2B84,4,Janitor,03-01-65,S,M,28-02-04,FALSE,89,64,TRUE,{49238447-30EE-4009-993F-0B6C756AB436},31-07-08 0:00
233,449,adventure-works\magnus0,7C2D,3,Facilities Administrative Assistant,27-09-65,M,M,22-01-04,FALSE,87,63,TRUE,{0A4BCC09-ACE5-4481-9067-8B9ED70ECA18},31-07-08 0:00
234,875,adventure-works\laura1,84,1,Chief Financial Officer,06-02-70,M,F,04-03-03,TRUE,0,20,TRUE,{D5E315A6-BD65-4D67-9D5F-81EF5C4EF8A6},31-07-08 0:00
235,3331,adventure-works\paula0,8560,2,Human Resources Manager,14-03-70,M,F,07-01-03,TRUE,54,47,TRUE,{65028F15-4149-4DE5-B203-9D7EC86BAF87},31-07-08 0:00
236,3436,adventure-works\grant0,856B,3,Human Resources Administrative Assistant,18-05-70,S,M,29-03-03,FALSE,53,46,TRUE,{4511ABBA-7F34-400E-907B-A663C20E1A41},31-07-08 0:00
237,1491,adventure-works\hao0,856D,3,Human Resources Administrative Assistant,19-05-71,S,M,10-03-03,FALSE,52,46,TRUE,{FD53C4C8-B34E-460F-9EE5-747B07FE98B3},31-07-08 0:00
238,4034,adventure-works\vidur0,856F,3,Recruiter,02-09-78,S,M,02-02-03,FALSE,50,45,TRUE,{47E76B59-B137-4572-AD55-6B3E68C13BD3},31-07-08 0:00
239,3563,adventure-works\mindy0,857080,3,Benefits Specialist,22-12-78,M,F,26-01-03,FALSE,51,45,TRUE,{834D7AB6-06E6-4944-B42F-028CD4BD388E},31-07-08 0:00
240,5341,adventure-works\willis0,857180,3,Recruiter,18-08-72,S,M,14-01-03,FALSE,49,44,TRUE,{A1D86ECC-EA17-4B1B-8369-F1D07AB0A469},31-07-08 0:00
241,3429,adventure-works\david6,85A0,2,Accounts Manager,08-08-77,M,M,03-03-03,TRUE,57,48,TRUE,{2DC9D534-F5D1-4A14-8282-0A2A0EB6FD4D},31-07-08 0:00
242,2417,adventure-works\deborah0,85AB,3,Accounts Receivable Specialist,07-04-70,M,F,19-01-03,FALSE,60,50,TRUE,{09F75454-028C-46CA-BC08-0147BD0220D7},31-07-08 0:00
243,4577,adventure-works\candy0,85AD,3,Accounts Receivable Specialist,26-03-70,S,F,07-02-03,FALSE,61,50,TRUE,{9E9F713B-707C-4F7E-9504-DE188052A045},31-07-08 0:00
244,5808,adventure-works\bryan1,85AF,3,Accounts Receivable Specialist,22-10-78,S,M,25-02-03,FALSE,62,51,TRUE,{CB3E71EC-A381-4716-87DF-D3841AB9795A},31-07-08 0:00
245,194,adventure-works\barbara1,85B080,3,Accountant,04-02-70,M,F,22-03-03,TRUE,58,49,TRUE,{3FFBA84E-8E97-4649-A5E1-859649D83AAE},31-07-08 0:00
246,1594,adventure-works\dragan0,85B180,3,Accounts Payable Specialist,18-03-71,M,M,15-03-03,FALSE,63,51,TRUE,{51C54D34-064B-44F7-A6B1-7702BD491980},31-07-08 0:00
247,3546,adventure-works\janet0,85B280,3,Accounts Payable Specialist,09-04-73,M,F,02-04-03,FALSE,64,52,TRUE,{0C641D77-8675-493F-9947-8C65136559CD},31-07-08 0:00
